GeneID,log2FC,P.Value,adj.P.Value
ENSG00000228002,0.270510403,0.823100111,1
ENSG00000066697,0.270332466,0.543144665,0.853472729
ENSG00000129534,0.270116926,0.413704342,0.715263978
ENSG00000211776,0.270053143,0.741047168,1
ENSG00000226582,0.269829538,0.759240009,1
ENSG00000177879,0.269784554,0.436354922,0.742398959
ENSG00000266338,0.269725491,0.49351781,0.801770121
ENSG00000001631,0.269402118,0.375839754,0.670142856
ENSG00000149716,0.269296514,0.467466377,0.773283362
ENSG00000223822,0.26922302,0.772064796,1
ENSG00000198225,0.269215425,0.700830759,1
ENSG00000077264,0.269190798,0.728512831,1
ENSG00000145592,0.26916533,0.561319262,0.871793979
ENSG00000151470,0.268934767,0.559206309,0.86953943
ENSG00000158553,0.26885212,0.805693832,1
ENSG00000177225,0.26878299,0.541895586,0.8520191
ENSG00000238249,0.268756925,0.686348533,0.994404693
ENSG00000184945,0.268620374,0.807109635,1
ENSG00000168040,0.268584092,0.605707873,0.917255264
ENSG00000155875,0.26836475,0.768718993,1
ENSG00000214367,0.268327572,0.423387271,0.72690174
ENSG00000136828,0.267877937,0.642335803,0.95170741
ENSG00000238755,0.267682261,0.790665697,1
ENSG00000135900,0.267614904,0.564159374,0.874789813
ENSG00000214249,0.267595955,0.798158682,1
ENSG00000171360,0.267524403,0.797186953,1
ENSG00000204323,0.267462978,0.741037778,1
ENSG00000176915,0.267453116,0.439551336,0.745441568
ENSG00000198482,0.267435102,0.505730943,0.815010222
ENSG00000087077,0.26732642,0.658952352,0.96744839
ENSG00000110887,0.267163744,0.838345854,1
ENSG00000105136,0.267065492,0.506388747,0.815852284
ENSG00000232653,0.267004142,0.678512706,0.98674341
ENSG00000196812,0.266798443,0.53811397,0.848353226
ENSG00000146425,0.266795177,0.542006145,0.852082179
ENSG00000147669,0.266652062,0.576820901,0.887931485
ENSG00000157330,0.266641484,0.884827874,1
ENSG00000170485,0.266576461,0.665492749,0.974246592
ENSG00000179222,0.266465966,0.503040274,0.811970694
ENSG00000152760,0.266461826,0.796366386,1
ENSG00000170027,0.266457302,0.522994957,0.833284265
ENSG00000134077,0.266299127,0.381186312,0.676894716
ENSG00000265813,0.266105804,0.842862225,1
ENSG00000173801,0.26595978,0.669918693,0.978617823
ENSG00000167858,0.265822915,0.880609906,1
ENSG00000211699,0.265464379,0.778718355,1
ENSG00000235576,0.265418547,0.69167358,0.999056529
ENSG00000149050,0.26524181,0.697628989,1
ENSG00000075142,0.265053419,0.584550583,0.895526162
ENSG00000237294,0.264962085,0.822518117,1
ENSG00000198252,0.264905439,0.46952681,0.775869899
ENSG00000111237,0.264599524,0.591725575,0.902699774
ENSG00000089916,0.264576423,0.492867404,0.80106681
ENSG00000243147,0.264569755,0.500334905,0.809008076
ENSG00000117906,0.264415889,0.540686153,0.85060398
ENSG00000241990,0.264253322,0.60951826,0.920808595
ENSG00000176715,0.264220007,0.460610061,0.765527541
ENSG00000101752,0.26421032,0.418690808,0.721225682
ENSG00000258527,0.263610174,0.803592369,1
ENSG00000277462,0.263578437,0.575169036,0.886588226
ENSG00000109475,0.263467865,0.658306112,0.966861624
ENSG00000124225,0.26346311,0.638476303,0.948008985
ENSG00000149273,0.263200803,0.679355507,0.98737136
ENSG00000132591,0.263149004,0.573315558,0.884452505
ENSG00000239435,0.262983335,0.817487348,1
ENSG00000007908,0.26297487,0.82614642,1
ENSG00000274808,0.262920194,0.779686521,1
ENSG00000187595,0.262796416,0.62186704,0.933055101
ENSG00000257108,0.262794007,0.812844417,1
ENSG00000174353,0.262641134,0.623097684,0.93433675
ENSG00000121579,0.26251818,0.441451881,0.747531612
ENSG00000239677,0.262469642,0.857449865,1
ENSG00000127418,0.262336923,0.624124888,0.935282713
ENSG00000156709,0.262294042,0.515439325,0.825142418
ENSG00000179218,0.262255929,0.628916825,0.939553829
ENSG00000143515,0.262221765,0.587487572,0.898387207
ENSG00000186908,0.262132291,0.458631429,0.765391826
ENSG00000237292,0.26198355,0.831197039,1
ENSG00000269897,0.26188054,0.836383505,1
ENSG00000273509,0.261666332,0.833504088,1
ENSG00000269743,0.261556865,0.584730042,0.895745254
ENSG00000038382,0.261472035,0.557155158,0.867847753
ENSG00000160208,0.261471509,0.554929869,0.866006741
ENSG00000085382,0.261431592,0.555343018,0.866386872
ENSG00000178741,0.261297128,0.606488805,0.918004103
ENSG00000158423,0.261226584,0.786081497,1
ENSG00000066777,0.261122661,0.441737985,0.747785791
ENSG00000167113,0.261057887,0.52820099,0.838508674
ENSG00000086232,0.261011869,0.411714315,0.713138977
ENSG00000149635,0.260961108,0.829672308,1
ENSG00000164122,0.260747877,0.823292504,1
ENSG00000163565,0.260722519,0.566905561,0.877473362
ENSG00000186231,0.260698095,0.800939978,1
ENSG00000122566,0.260408818,0.457719346,0.765391826
ENSG00000171103,0.26039975,0.49359002,0.801770121
ENSG00000188352,0.26010059,0.405358894,0.705412647
ENSG00000094916,0.259857245,0.496156732,0.804343159
ENSG00000170892,0.259805622,0.631032487,0.941296221
ENSG00000163444,0.259747058,0.509282127,0.819030308
ENSG00000225099,0.259747022,0.8268786,1
ENSG00000179772,0.259666634,0.730461867,1
ENSG00000139350,0.259523829,0.43709888,0.743114784
ENSG00000232000,0.259410963,0.770445848,1
ENSG00000163121,0.259379606,0.724192781,1
ENSG00000133773,0.259366453,0.565693742,0.876339291
ENSG00000123575,0.259271344,0.387237173,0.684332095
ENSG00000143811,0.259222786,0.560006007,0.87041071
ENSG00000134339,0.259108828,0.762808792,1
ENSG00000165698,0.259036819,0.748755102,1
ENSG00000164649,0.259029031,0.610747329,0.921882473
ENSG00000072818,0.258736805,0.470656255,0.777116391
ENSG00000240303,0.258687044,0.700019578,1
ENSG00000175066,0.2584664,0.501100489,0.809834626
ENSG00000091490,0.258450464,0.406753049,0.70712669
ENSG00000112715,0.258296772,0.532976012,0.843476586
ENSG00000175595,0.258113308,0.476307613,0.783116682
ENSG00000135905,0.258072865,0.617624264,0.928970664
ENSG00000100344,0.25793444,0.688807449,0.99653497
ENSG00000204264,0.257918791,0.628447125,0.939176899
ENSG00000010030,0.257811526,0.590540037,0.901579309
ENSG00000074054,0.257512278,0.399852913,0.699841745
ENSG00000135587,0.257499032,0.620821354,0.932133603
ENSG00000008710,0.257455159,0.643604516,0.952905239
ENSG00000131473,0.257402713,0.549450742,0.860346515
ENSG00000176973,0.257359448,0.669382919,0.978118649
ENSG00000197283,0.257327813,0.662757588,0.97148871
ENSG00000154217,0.257277865,0.579876176,0.890666127
ENSG00000198265,0.25721402,0.525901408,0.836065051
ENSG00000176903,0.25720737,0.553885452,0.865024112
ENSG00000181163,0.257004744,0.532182419,0.842772571
ENSG00000104218,0.256984615,0.565905867,0.876554101
ENSG00000151612,0.256968647,0.553004035,0.864090958
ENSG00000129911,0.256934478,0.66260896,0.971324161
ENSG00000140067,0.25687843,0.834788024,1
ENSG00000143379,0.256148984,0.445110134,0.751873882
ENSG00000198015,0.255961365,0.452174279,0.759897009
ENSG00000133195,0.255890397,0.436000379,0.741953281
ENSG00000173915,0.255858693,0.586871645,0.89783123
ENSG00000156206,0.255826806,0.821879663,1
ENSG00000111850,0.255780455,0.574173022,0.885461019
ENSG00000248905,0.255732179,0.695302024,1
ENSG00000126243,0.255247554,0.644332469,0.953582241
ENSG00000212385,0.255234743,0.816513918,1
ENSG00000005436,0.255221104,0.455607543,0.763697891
ENSG00000168026,0.255216803,0.761901733,1
ENSG00000149658,0.25515706,0.458732827,0.765391826
ENSG00000197935,0.254987611,0.67474996,0.983113457
ENSG00000152620,0.254937352,0.429362429,0.733798469
ENSG00000230795,0.254785037,0.663153423,0.971880506
ENSG00000225690,0.254687559,0.845811234,1
ENSG00000260962,0.254669757,0.818515155,1
ENSG00000215475,0.254504434,0.859705262,1
ENSG00000162642,0.254471845,0.525549488,0.835703273
ENSG00000136997,0.254444753,0.627427795,0.938093969
ENSG00000105767,0.25444295,0.673298676,0.981729559
ENSG00000228474,0.254379418,0.646590037,0.955757984
ENSG00000104884,0.254295877,0.586398161,0.897379247
ENSG00000205955,0.253939712,0.780533336,1
ENSG00000250504,0.253925044,0.801043176,1
ENSG00000238164,0.25386439,0.667469141,0.975982401
ENSG00000101546,0.253820106,0.508522868,0.818154086
ENSG00000253570,0.253763307,0.768090047,1
ENSG00000187713,0.253566326,0.633336774,0.943616409
ENSG00000110987,0.253424035,0.576625569,0.887769995
ENSG00000146267,0.253363859,0.606401896,0.917980825
ENSG00000198168,0.253254611,0.54208331,0.852181338
ENSG00000138798,0.252765752,0.760147618,1
ENSG00000152229,0.2523299,0.587609854,0.898528766
ENSG00000132570,0.252271616,0.532555657,0.84314226
ENSG00000258279,0.252213497,0.802292677,1
ENSG00000205763,0.252188928,0.598415937,0.909762495
ENSG00000225127,0.252154127,0.836699889,1
ENSG00000148291,0.252133797,0.619527849,0.930722873
ENSG00000215032,0.251968805,0.779803821,1
ENSG00000032389,0.251936974,0.485453432,0.793149066
ENSG00000214765,0.251914076,0.571371917,0.882309224
ENSG00000180730,0.251814099,0.734909737,1
ENSG00000213024,0.251767132,0.538003433,0.848258951
ENSG00000233896,0.251703364,0.902412415,1
ENSG00000265491,0.251592418,0.491566453,0.799639972
ENSG00000173480,0.251547301,0.555571377,0.866560683
ENSG00000182827,0.251337858,0.498098252,0.806620701
ENSG00000219693,0.251334366,0.77821156,1
ENSG00000225756,0.251246726,0.641650998,0.951078627
ENSG00000187514,0.250989917,0.598284063,0.909699205
ENSG00000188681,0.250880215,0.68730167,0.995213476
ENSG00000084072,0.250853578,0.524291004,0.834444633
ENSG00000054392,0.2508307,0.556820169,0.867537976
ENSG00000204588,0.250776192,0.698270357,1
ENSG00000223940,0.25067635,0.793469352,1
ENSG00000213235,0.250591055,0.749545983,1
ENSG00000131791,0.250468989,0.470543857,0.776998583
ENSG00000204661,0.25039203,0.823804483,1
ENSG00000114767,0.250391929,0.650186664,0.959152195
ENSG00000198860,0.250333388,0.606386341,0.917980254
ENSG00000199047,0.250198971,0.818084567,1
ENSG00000224831,0.250135634,0.700080894,1
ENSG00000182180,0.250108166,0.511348556,0.820958753
ENSG00000180423,0.250018665,0.589293366,0.900266535
ENSG00000238227,0.249986134,0.626842685,0.937404528
ENSG00000146109,0.249750734,0.587129712,0.898135167
ENSG00000234142,0.249556404,0.840387089,1
ENSG00000119660,0.249553349,0.838937644,1
ENSG00000183128,0.24954531,0.830815787,1
ENSG00000047634,0.249498686,0.530496809,0.84106504
ENSG00000173928,0.249484215,0.656320954,0.964883213
ENSG00000163617,0.249349332,0.681393485,0.989501132
ENSG00000223313,0.249336135,0.752226116,1
ENSG00000127540,0.249061164,0.692239359,0.999515699
ENSG00000143479,0.248895469,0.635275969,0.945550655
ENSG00000260602,0.248784684,0.829355236,1
ENSG00000252061,0.248747122,0.775235798,1
ENSG00000132635,0.248628974,0.59855217,0.909923865
ENSG00000010327,0.248605031,0.644257162,0.953498078
ENSG00000212413,0.248387301,0.805254425,1
ENSG00000223245,0.248387301,0.805254425,1
ENSG00000243905,0.248387301,0.805254425,1
ENSG00000197780,0.248289751,0.567319153,0.878001186
ENSG00000048140,0.248180982,0.544158837,0.854400429
ENSG00000129003,0.248143527,0.625758242,0.936579783
ENSG00000168010,0.247980095,0.514127559,0.823756974
ENSG00000160439,0.247615397,0.592404385,0.903437236
ENSG00000221930,0.247607546,0.747904346,1
ENSG00000177576,0.247597262,0.564384933,0.87499125
ENSG00000009830,0.247534794,0.542695953,0.852872089
ENSG00000184863,0.24725006,0.489277427,0.797191538
ENSG00000162521,0.247162651,0.493330561,0.801564934
ENSG00000075303,0.247122171,0.518360425,0.828387813
ENSG00000106290,0.247113881,0.599105426,0.910467436
ENSG00000164318,0.247023569,0.723094311,1
ENSG00000240991,0.24700556,0.796543313,1
ENSG00000107147,0.246975732,0.747816811,1
ENSG00000121542,0.246575425,0.537009339,0.847199536
ENSG00000106049,0.246534422,0.44177097,0.747820699
ENSG00000278224,0.246401363,0.773375123,1
ENSG00000136643,0.246331689,0.464263769,0.769583871
ENSG00000266649,0.24629347,0.859962216,1
ENSG00000039650,0.24615629,0.561013814,0.871543382
ENSG00000203722,0.246094153,0.804781746,1
ENSG00000167283,0.246075392,0.666760935,0.97541848
ENSG00000231419,0.245853161,0.82047508,1
ENSG00000198890,0.24560218,0.588442857,0.899370513
ENSG00000136541,0.245554598,0.703988487,1
ENSG00000172673,0.24551184,0.697787032,1
ENSG00000172273,0.245385143,0.459115606,0.765391826
ENSG00000015532,0.245377195,0.552033462,0.863023214
ENSG00000257093,0.245293883,0.514454525,0.824061894
ENSG00000268006,0.245260853,0.538166507,0.848361261
ENSG00000248712,0.245253815,0.775222858,1
ENSG00000224420,0.245185343,0.722721718,1
ENSG00000261652,0.245184347,0.696166935,1
ENSG00000109189,0.245058362,0.569313506,0.880160968
ENSG00000123908,0.244927205,0.554276264,0.865410999
ENSG00000141858,0.244894506,0.630281711,0.940622351
ENSG00000130726,0.244838035,0.651103448,0.959959126
ENSG00000167543,0.244828059,0.643830552,0.953123245
ENSG00000115966,0.244613206,0.494808797,0.802927602
ENSG00000179456,0.24431077,0.51613708,0.826013257
ENSG00000186104,0.244232658,0.485129408,0.792793547
ENSG00000255198,0.244178475,0.682094807,0.990154997
ENSG00000143546,0.244156886,0.819434083,1
ENSG00000085998,0.244061663,0.59355184,0.904527601
ENSG00000100216,0.243883878,0.624980565,0.936008407
ENSG00000156482,0.243810596,0.639180577,0.948398274
ENSG00000134242,0.243709601,0.651464531,0.960311209
ENSG00000164556,0.243614324,0.810587529,1
ENSG00000028116,0.24355897,0.554199914,0.865319858
ENSG00000264483,0.243199512,0.855632299,1
ENSG00000168172,0.242912931,0.495595041,0.803836102
ENSG00000147400,0.242853784,0.679920724,0.987955439
ENSG00000236444,0.242763665,0.804109682,1
ENSG00000165959,0.242630167,0.599247005,0.910659713
ENSG00000173926,0.242617146,0.593966857,0.904977641
ENSG00000163660,0.242521056,0.543628011,0.853988182
ENSG00000165732,0.242498974,0.615321762,0.926585552
ENSG00000086065,0.242432995,0.619221147,0.930423884
ENSG00000205531,0.242346376,0.445872326,0.752614867
ENSG00000164830,0.242177157,0.617300798,0.928778038
ENSG00000168453,0.241915749,0.782809888,1
ENSG00000249858,0.241759214,0.795595564,1
ENSG00000170425,0.241723725,0.619021912,0.930240069
ENSG00000186575,0.241223532,0.66448015,0.973306038
ENSG00000163785,0.241142276,0.485382176,0.793056625
ENSG00000101216,0.241031559,0.582634776,0.893632377
ENSG00000124532,0.24095352,0.451241063,0.758791004
ENSG00000223956,0.240766101,0.813749891,1
ENSG00000180638,0.240656479,0.762584894,1
ENSG00000280409,0.240561324,0.85304732,1
ENSG00000234545,0.240472921,0.508468316,0.8181454
ENSG00000143624,0.240341988,0.539181832,0.849386225
ENSG00000237264,0.239990046,0.657770659,0.96633332
ENSG00000164329,0.239935864,0.505259776,0.814554123
ENSG00000135372,0.239662764,0.541458919,0.851465337
ENSG00000008083,0.239645423,0.597693657,0.9090977
ENSG00000130244,0.239618857,0.65671329,0.965225388
ENSG00000260630,0.239608351,0.641066087,0.950496412
ENSG00000213467,0.23958417,0.779693732,1
ENSG00000151923,0.239180615,0.383785492,0.680080216
ENSG00000100916,0.239157585,0.615780322,0.927073262
ENSG00000147123,0.23894581,0.65416698,0.963050859
ENSG00000248727,0.238913934,0.818470903,1
ENSG00000120832,0.238787435,0.590283079,0.901340076
ENSG00000095981,0.238728852,0.849953903,1
ENSG00000008323,0.238662888,0.734078534,1
ENSG00000158793,0.238630411,0.566225486,0.876857121
ENSG00000173473,0.238440668,0.519976824,0.830093654
ENSG00000105676,0.23842718,0.635897264,0.94608745
ENSG00000130703,0.238279117,0.532700679,0.843217356
ENSG00000163161,0.238247032,0.50269254,0.811648503
ENSG00000177954,0.238196388,0.6870233,0.994968241
ENSG00000118965,0.237991198,0.663048756,0.971797753
ENSG00000182362,0.237987269,0.627875775,0.938531757
ENSG00000173811,0.237927332,0.786472856,1
ENSG00000254004,0.237847997,0.483431225,0.790808967
ENSG00000132196,0.237763374,0.638731258,0.948113807
ENSG00000264570,0.237746833,0.821518026,1
ENSG00000138380,0.237437157,0.593059413,0.904118881
ENSG00000146085,0.237350107,0.506317753,0.815759635
ENSG00000136891,0.237346935,0.476469546,0.783248283
ENSG00000128394,0.237176487,0.580739786,0.891607678
ENSG00000258770,0.237132981,0.874687636,1
ENSG00000164631,0.237100729,0.425583133,0.729317862
ENSG00000273841,0.23701616,0.509429453,0.819201893
ENSG00000170584,0.236890424,0.544069857,0.854373119
ENSG00000137221,0.236825871,0.537487197,0.847754404
ENSG00000205592,0.236810391,0.830269002,1
ENSG00000243759,0.236803594,0.792244334,1
ENSG00000216938,0.236702316,0.847914616,1
ENSG00000069248,0.236610584,0.481552272,0.788745151
ENSG00000211802,0.236572585,0.768522221,1
ENSG00000281490,0.236314887,0.70183773,1
ENSG00000248489,0.236249911,0.741096735,1
ENSG00000189166,0.236164829,0.833160803,1
ENSG00000117281,0.236022279,0.724636749,1
ENSG00000143365,0.235976955,0.749275291,1
ENSG00000179918,0.235732224,0.602169157,0.913402145
ENSG00000188342,0.23567417,0.528154447,0.838478803
ENSG00000166454,0.235490149,0.514181275,0.823798736
ENSG00000163029,0.235249583,0.500474943,0.809169612
ENSG00000211746,0.235044806,0.752113937,1
ENSG00000181026,0.234940919,0.629214011,0.939812097
ENSG00000173193,0.234898653,0.648433072,0.957242378
ENSG00000212864,0.234882312,0.735750565,1
ENSG00000100298,0.23487009,0.662212291,0.971013397
ENSG00000058799,0.234675839,0.542268526,0.852383889
ENSG00000149792,0.234617949,0.669555328,0.978299672
ENSG00000080189,0.234611202,0.578254405,0.88928173
ENSG00000260053,0.234334922,0.894400984,1
ENSG00000120333,0.234139939,0.564780478,0.875416254
ENSG00000143622,0.234095789,0.54946787,0.860346515
ENSG00000070761,0.234066068,0.630527128,0.940831305
ENSG00000119912,0.23406399,0.41992687,0.722614
ENSG00000039139,0.234001494,0.814988563,1
ENSG00000142541,0.233925981,0.691955472,0.999292323
ENSG00000149292,0.233900058,0.650837652,0.959829449
ENSG00000161956,0.233721447,0.562216597,0.87276183
ENSG00000110871,0.233716873,0.635592934,0.945812952
ENSG00000255772,0.233687598,0.836299634,1
ENSG00000171295,0.233636421,0.693262427,1
ENSG00000236882,0.233517223,0.770187715,1
ENSG00000150316,0.233509739,0.623977852,0.935193841
ENSG00000118873,0.233391736,0.472425032,0.778871591
ENSG00000179454,0.233226754,0.516408404,0.826294432
ENSG00000101654,0.233134762,0.478795467,0.785775934
ENSG00000207713,0.233029842,0.829763479,1
ENSG00000110852,0.232873311,0.719093199,1
ENSG00000148943,0.232847919,0.474390136,0.780706862
ENSG00000237423,0.232584286,0.860977583,1
ENSG00000231231,0.232412914,0.833593285,1
ENSG00000226781,0.232333741,0.732542999,1
ENSG00000153347,0.232047084,0.865322004,1
ENSG00000182223,0.232041963,0.833844949,1
ENSG00000234546,0.232025242,0.74711608,1
ENSG00000173653,0.232006135,0.602630808,0.913941956
ENSG00000221838,0.231950312,0.619052898,0.930240408
ENSG00000174775,0.231916911,0.661085596,0.969907583
ENSG00000188060,0.231668004,0.746363878,1
ENSG00000281332,0.231514975,0.662047692,0.970886911
ENSG00000101224,0.231088796,0.618614311,0.929743045
ENSG00000135502,0.231018935,0.743289263,1
ENSG00000183853,0.230957151,0.680810248,0.9888916
ENSG00000206013,0.23080401,0.883566803,1
ENSG00000236570,0.230743786,0.848907183,1
ENSG00000071994,0.230604653,0.53389259,0.844441044
ENSG00000225907,0.230586342,0.854670503,1
ENSG00000147601,0.230584439,0.490248093,0.798225341
ENSG00000257758,0.230316036,0.833584837,1
ENSG00000178187,0.230313776,0.752655073,1
ENSG00000154978,0.230141326,0.612779412,0.923882863
ENSG00000169230,0.230089081,0.65556684,0.964384025
ENSG00000131061,0.230055073,0.588833478,0.899876576
ENSG00000072401,0.22996732,0.547215082,0.858014267
ENSG00000160683,0.229838727,0.829428478,1
ENSG00000164136,0.229743714,0.646844969,0.955971271
ENSG00000122386,0.229743259,0.6839881,0.99214937
ENSG00000136908,0.229741912,0.624014453,0.935209905
ENSG00000152954,0.229736232,0.880141786,1
ENSG00000107077,0.229591851,0.580613244,0.891436027
ENSG00000186310,0.229525798,0.721835812,1
ENSG00000238113,0.229512058,0.70077149,1
ENSG00000119723,0.229300558,0.544736714,0.855085793
ENSG00000204669,0.229004086,0.864445479,1
ENSG00000174527,0.228852341,0.753456801,1
ENSG00000169126,0.228851926,0.865942585,1
ENSG00000274049,0.228790308,0.83684151,1
ENSG00000175581,0.228764882,0.627650854,0.938288306
ENSG00000198934,0.228737293,0.711921321,1
ENSG00000226510,0.228667328,0.856386388,1
ENSG00000165264,0.228430056,0.686799003,0.994860636
ENSG00000236349,0.228349783,0.751816598,1
ENSG00000152380,0.22815838,0.692320051,0.999584715
ENSG00000131899,0.228125937,0.632449613,0.942776513
ENSG00000256223,0.227979689,0.565761823,0.876398318
ENSG00000184182,0.227916617,0.596817099,0.908085044
ENSG00000169020,0.227895132,0.707384351,1
ENSG00000205578,0.227845805,0.782817843,1
ENSG00000142615,0.227585458,0.8038204,1
ENSG00000183153,0.227503067,0.833051188,1
ENSG00000278845,0.227451333,0.601994643,0.913274857
ENSG00000099814,0.227401082,0.716012601,1
ENSG00000102910,0.227394279,0.461964986,0.767009225
ENSG00000111249,0.2273229,0.801764945,1
ENSG00000124444,0.227313118,0.609581003,0.920837323
ENSG00000065320,0.227222205,0.794126133,1
ENSG00000236152,0.227164643,0.848824555,1
ENSG00000104131,0.227084676,0.549670073,0.860484911
ENSG00000103222,0.227062755,0.585374415,0.896334195
ENSG00000189043,0.227055607,0.716019997,1
ENSG00000100294,0.227001006,0.652518499,0.961419644
ENSG00000211890,0.226829105,0.710299606,1
ENSG00000143569,0.226716971,0.526426054,0.836505978
ENSG00000172845,0.22670485,0.455490968,0.76356597
ENSG00000111674,0.226570499,0.661075257,0.969907583
ENSG00000114670,0.226407844,0.729319812,1
ENSG00000198812,0.226285257,0.825911234,1
ENSG00000212769,0.226285257,0.825911234,1
ENSG00000271429,0.226285257,0.825911234,1
ENSG00000137074,0.225844195,0.489329732,0.79720216
ENSG00000196670,0.225582525,0.556235291,0.867014898
ENSG00000231346,0.225566064,0.789776502,1
ENSG00000148120,0.225480043,0.540379743,0.85035653
ENSG00000250859,0.225476331,0.764366952,1
ENSG00000165300,0.225277608,0.799515601,1
ENSG00000249465,0.225106181,0.788122319,1
ENSG00000211904,0.225106058,0.795206696,1
ENSG00000144029,0.225104072,0.529412716,0.840003381
ENSG00000083312,0.225065089,0.535680664,0.845986046
ENSG00000004139,0.224807081,0.698651187,1
ENSG00000168394,0.22480239,0.577299781,0.888400953
ENSG00000204370,0.224734916,0.643282522,0.952661707
ENSG00000134283,0.224551928,0.452337895,0.760073316
ENSG00000214517,0.224489731,0.482064941,0.789192957
ENSG00000114127,0.224486509,0.547454241,0.85823786
ENSG00000165533,0.224374287,0.531032536,0.841700277
ENSG00000204568,0.224269271,0.643942773,0.953242712
ENSG00000153443,0.223900322,0.691950068,0.999292323
ENSG00000156574,0.223643638,0.81970093,1
ENSG00000233311,0.223550557,0.819922736,1
ENSG00000238908,0.223550557,0.819922736,1
ENSG00000086827,0.223529214,0.530501114,0.84106504
ENSG00000233208,0.223441672,0.854086352,1
ENSG00000136718,0.223433705,0.60958295,0.920837323
ENSG00000151883,0.223415612,0.619217517,0.930423884
ENSG00000243725,0.223386191,0.645652178,0.954743158
ENSG00000112530,0.223300462,0.862845856,1
ENSG00000239900,0.22330034,0.611694376,0.92282834
ENSG00000187266,0.223238976,0.701593956,1
ENSG00000185523,0.223163721,0.83690085,1
ENSG00000168283,0.22313206,0.542097706,0.85218182
ENSG00000188647,0.223075594,0.570042561,0.880998703
ENSG00000169876,0.22287021,0.846892406,1
ENSG00000235802,0.222822348,0.846427256,1
ENSG00000236756,0.222785292,0.82285383,1
ENSG00000011638,0.222627906,0.657284207,0.965886988
ENSG00000139233,0.222567757,0.563907396,0.874600893
ENSG00000169188,0.222349898,0.60786482,0.919270274
ENSG00000133706,0.222223186,0.526034382,0.836210511
ENSG00000196639,0.222182862,0.71150602,1
ENSG00000139437,0.221836066,0.610429631,0.921586924
ENSG00000123607,0.221399632,0.601338035,0.912742068
ENSG00000128699,0.221033566,0.432579904,0.737733831
ENSG00000164548,0.220931548,0.490034212,0.797941504
ENSG00000198929,0.220889619,0.736581167,1
ENSG00000112294,0.220843085,0.579016152,0.88984231
ENSG00000228348,0.220751376,0.858028021,1
ENSG00000249931,0.220632076,0.821884258,1
ENSG00000132964,0.220593277,0.558828412,0.869197625
ENSG00000134371,0.220587797,0.514452237,0.824061894
ENSG00000135960,0.220579036,0.835526936,1
ENSG00000069966,0.220571677,0.572389085,0.883342801
ENSG00000188383,0.220528636,0.811236708,1
ENSG00000111786,0.220402762,0.587954383,0.898944825
ENSG00000185627,0.220379562,0.647917038,0.956734097
ENSG00000065427,0.220251793,0.611624209,0.922745499
ENSG00000167258,0.220149638,0.490978444,0.799011459
ENSG00000111530,0.220048123,0.447283931,0.754302914
ENSG00000099999,0.219817237,0.626697036,0.937333617
ENSG00000119408,0.219803969,0.516445258,0.826302704
ENSG00000188612,0.219757207,0.629784661,0.940321326
ENSG00000133641,0.219387627,0.620944712,0.932226251
ENSG00000147224,0.219238402,0.601354294,0.912742068
ENSG00000165376,0.219208244,0.780797396,1
ENSG00000160199,0.219068896,0.51806433,0.827980257
ENSG00000145740,0.219034062,0.455312414,0.763372439
ENSG00000114529,0.218968968,0.596689932,0.907960078
ENSG00000226209,0.218948702,0.872085553,1
ENSG00000240065,0.218941579,0.678804909,0.986926858
ENSG00000030066,0.218824254,0.474100806,0.780379346
ENSG00000011132,0.218800959,0.629793494,0.940321326
ENSG00000250221,0.218251756,0.856159149,1
ENSG00000116668,0.218248577,0.615799837,0.927079566
ENSG00000198841,0.218147645,0.657362523,0.96591619
ENSG00000214003,0.218037232,0.835419705,1
ENSG00000258227,0.217966055,0.780515531,1
ENSG00000196284,0.217819238,0.547324051,0.858056003
ENSG00000171649,0.217666911,0.652647778,0.961539853
ENSG00000183495,0.217391387,0.603912583,0.915328394
ENSG00000230171,0.217373608,0.83164064,1
ENSG00000120549,0.217358561,0.568746102,0.879534414
ENSG00000135002,0.21725338,0.572658679,0.883687075
ENSG00000264859,0.217222174,0.779669537,1
ENSG00000111231,0.217181651,0.666487653,0.975183799
ENSG00000276234,0.216992911,0.522593675,0.832803523
ENSG00000151014,0.216910906,0.670851971,0.979649905
ENSG00000186280,0.216887931,0.71827909,1
ENSG00000117450,0.21682892,0.668885994,0.977534229
ENSG00000135537,0.216749506,0.594772699,0.905928055
ENSG00000154198,0.216742898,0.838441258,1
ENSG00000116679,0.216605305,0.548611598,0.859441481
ENSG00000169851,0.216582199,0.731545151,1
ENSG00000207551,0.216577671,0.837557865,1
ENSG00000174695,0.216533997,0.551403952,0.862391288
ENSG00000184967,0.216525258,0.683970473,0.992147594
ENSG00000203705,0.215648592,0.588552413,0.899515228
ENSG00000025772,0.215623568,0.628743932,0.939431775
ENSG00000103275,0.215501283,0.6008535,0.912230087
ENSG00000086848,0.215453163,0.555157723,0.866205876
ENSG00000197948,0.215405064,0.562403499,0.872962347
ENSG00000145819,0.215377666,0.648229543,0.956988637
ENSG00000180488,0.215273697,0.526784737,0.83686135
ENSG00000188033,0.215149421,0.708589796,1
ENSG00000164112,0.21493274,0.781964453,1
ENSG00000229414,0.214825483,0.846304516,1
ENSG00000250425,0.21461253,0.821891486,1
ENSG00000112081,0.214480655,0.583136895,0.894216154
ENSG00000197498,0.214429269,0.620198437,0.931478657
