GeneID,log2FC,P.Value,adj.P.Value
ENSG00000147894,0.2144139,0.554321861,0.865438054
ENSG00000148835,0.213727926,0.613600322,0.924711922
ENSG00000253428,0.213656049,0.830788457,1
ENSG00000105251,0.213627693,0.823799159,1
ENSG00000130023,0.213607883,0.538147384,0.848353226
ENSG00000134882,0.213450793,0.590316253,0.9013455
ENSG00000230091,0.213380037,0.727308428,1
ENSG00000180964,0.213323837,0.611242978,0.92228537
ENSG00000064601,0.213300106,0.691314566,0.998740792
ENSG00000139410,0.213268256,0.722986163,1
ENSG00000185262,0.213183175,0.707971801,1
ENSG00000177868,0.213177054,0.693305689,1
ENSG00000269235,0.213074774,0.794409742,1
ENSG00000152242,0.212985008,0.490030281,0.797941504
ENSG00000159111,0.212897399,0.637481039,0.947596787
ENSG00000196415,0.212893545,0.848990575,1
ENSG00000158863,0.21266754,0.630540884,0.940831305
ENSG00000213724,0.212434083,0.832226708,1
ENSG00000215477,0.212434083,0.832226708,1
ENSG00000224825,0.212434083,0.832226708,1
ENSG00000204179,0.212388014,0.8111458,1
ENSG00000169733,0.212369737,0.679203881,0.987245881
ENSG00000108691,0.212318402,0.786873677,1
ENSG00000215041,0.212173194,0.63859596,0.948033569
ENSG00000226631,0.212043504,0.863565361,1
ENSG00000135525,0.212038869,0.705834123,1
ENSG00000166634,0.211929352,0.875429389,1
ENSG00000127993,0.211839276,0.549999499,0.860887189
ENSG00000112655,0.211625749,0.606458809,0.917998052
ENSG00000089195,0.211618784,0.604379785,0.915790724
ENSG00000113593,0.211617351,0.543407501,0.853708302
ENSG00000138073,0.211464611,0.635893906,0.94608745
ENSG00000109606,0.211299551,0.495237495,0.803472355
ENSG00000259917,0.211296579,0.769232358,1
ENSG00000121900,0.211294984,0.721397416,1
ENSG00000171105,0.211215193,0.629477469,0.940066315
ENSG00000143674,0.211184828,0.690080617,0.997574891
ENSG00000187166,0.211066865,0.831712966,1
ENSG00000159197,0.210994405,0.782896374,1
ENSG00000145012,0.210963662,0.635075205,0.945437964
ENSG00000198042,0.210887498,0.605950738,0.917570492
ENSG00000112186,0.210860186,0.698865112,1
ENSG00000215057,0.210595224,0.860024257,1
ENSG00000105289,0.210310305,0.764073253,1
ENSG00000162669,0.210129925,0.778526305,1
ENSG00000006704,0.210028713,0.597960478,0.90932149
ENSG00000161277,0.209804254,0.695820287,1
ENSG00000108424,0.209802488,0.615388341,0.926621515
ENSG00000101473,0.209429456,0.670967134,0.979743961
ENSG00000267064,0.209331688,0.754355087,1
ENSG00000259494,0.209129176,0.607313327,0.918808644
ENSG00000133742,0.209072811,0.879577338,1
ENSG00000252503,0.209045363,0.845113624,1
ENSG00000105671,0.209033189,0.691507588,0.998912191
ENSG00000141428,0.208951757,0.661223235,0.970053818
ENSG00000085733,0.208917235,0.56950239,0.880298833
ENSG00000134780,0.208826525,0.761288465,1
ENSG00000184731,0.208685465,0.746479779,1
ENSG00000211720,0.208638798,0.851847403,1
ENSG00000263597,0.208487303,0.792973753,1
ENSG00000125656,0.208233447,0.699260974,1
ENSG00000145014,0.208212205,0.664847501,0.973631907
ENSG00000253957,0.208143669,0.827342564,1
ENSG00000160305,0.207837215,0.580320653,0.891161266
ENSG00000187257,0.20761738,0.493194021,0.801403847
ENSG00000196659,0.20760425,0.689702071,0.997304446
ENSG00000105669,0.2075504,0.714524892,1
ENSG00000065268,0.207450195,0.716783121,1
ENSG00000181991,0.207246552,0.624803617,0.935884184
ENSG00000186976,0.207216345,0.820656381,1
ENSG00000255192,0.207092568,0.916088982,1
ENSG00000182831,0.206977954,0.503426783,0.812465301
ENSG00000183530,0.20685169,0.609722084,0.920955493
ENSG00000109063,0.206831074,0.733923409,1
ENSG00000197635,0.206806259,0.793341423,1
ENSG00000134330,0.206791394,0.628806658,0.939458862
ENSG00000115694,0.206715323,0.629898601,0.940358984
ENSG00000170236,0.206686852,0.847731572,1
ENSG00000214485,0.206497825,0.766335782,1
ENSG00000177830,0.206345353,0.646797376,0.955971271
ENSG00000213435,0.206267073,0.851311789,1
ENSG00000121486,0.206201692,0.561281004,0.871756946
ENSG00000173080,0.206146119,0.848831675,1
ENSG00000139719,0.206044539,0.57112136,0.882057434
ENSG00000252335,0.20601812,0.875450007,1
ENSG00000102786,0.205737777,0.578753222,0.889563497
ENSG00000243660,0.205730854,0.683790974,0.992006176
ENSG00000103005,0.205705582,0.629192901,0.939803774
ENSG00000117410,0.20549547,0.755730128,1
ENSG00000110888,0.205457429,0.610396559,0.921559997
ENSG00000174197,0.205407814,0.584818408,0.895800329
ENSG00000188004,0.204819238,0.739219589,1
ENSG00000023608,0.204695649,0.675828176,0.984018189
ENSG00000250731,0.20466626,0.748021848,1
ENSG00000248873,0.204619531,0.818601238,1
ENSG00000188779,0.204585648,0.817581685,1
ENSG00000158864,0.204570971,0.636942606,0.9471588
ENSG00000164989,0.204543256,0.643346199,0.95267648
ENSG00000258315,0.204491802,0.712277476,1
ENSG00000105131,0.204464023,0.789314792,1
ENSG00000172469,0.204351021,0.591127565,0.902106035
ENSG00000005893,0.204322571,0.711791689,1
ENSG00000073849,0.204246483,0.629854432,0.940350652
ENSG00000165983,0.204047898,0.550379541,0.861283461
ENSG00000088986,0.20396552,0.616375039,0.92778387
ENSG00000102837,0.203944871,0.845964382,1
ENSG00000250942,0.203921381,0.865723756,1
ENSG00000166689,0.203847894,0.682000836,0.990074084
ENSG00000239149,0.203746783,0.81142269,1
ENSG00000115091,0.203737627,0.634264165,0.944625828
ENSG00000213593,0.203550488,0.608442736,0.919777344
ENSG00000244623,0.203463526,0.879631594,1
ENSG00000178386,0.203454323,0.690890636,0.998341457
ENSG00000248724,0.203310882,0.822836696,1
ENSG00000101452,0.20325613,0.595260103,0.906395391
ENSG00000196352,0.203222007,0.784375124,1
ENSG00000224546,0.203104133,0.747559064,1
ENSG00000124251,0.203020433,0.776976243,1
ENSG00000169964,0.202957721,0.694660503,1
ENSG00000184828,0.202914832,0.785444101,1
ENSG00000138386,0.202666054,0.471631972,0.777839735
ENSG00000088356,0.202511075,0.705122642,1
ENSG00000159423,0.202470346,0.722438631,1
ENSG00000196376,0.202463794,0.774084974,1
ENSG00000129315,0.202393598,0.533065318,0.843485497
ENSG00000236475,0.202241028,0.863776834,1
ENSG00000172197,0.202231335,0.602883975,0.914165449
ENSG00000073598,0.202222048,0.857842292,1
ENSG00000143207,0.202151933,0.568702269,0.879527268
ENSG00000168090,0.202034022,0.660793259,0.969635024
ENSG00000139163,0.201898058,0.520913558,0.830991763
ENSG00000118181,0.201867753,0.696526555,1
ENSG00000165494,0.201829218,0.619883671,0.931118662
ENSG00000197978,0.201663858,0.737694751,1
ENSG00000188375,0.201564284,0.780566377,1
ENSG00000095059,0.201550599,0.656167035,0.96476963
ENSG00000221890,0.20093219,0.779685274,1
ENSG00000237505,0.200784442,0.797508885,1
ENSG00000196357,0.200723104,0.65611343,0.96476963
ENSG00000152503,0.200722672,0.772425867,1
ENSG00000159733,0.200690999,0.637400105,0.947529058
ENSG00000122367,0.200679464,0.819128117,1
ENSG00000234566,0.200647709,0.850725701,1
ENSG00000205765,0.200597145,0.590297799,0.901340076
ENSG00000139620,0.200442767,0.63877529,0.948122552
ENSG00000108423,0.200424545,0.590120159,0.901228098
ENSG00000164972,0.200348529,0.902918826,1
ENSG00000117862,0.200299867,0.661133256,0.969953978
ENSG00000112473,0.200162873,0.678906958,0.986982332
ENSG00000213433,0.199983012,0.774027157,1
ENSG00000144426,0.199963495,0.76169645,1
ENSG00000163110,0.199920425,0.570264601,0.881137794
ENSG00000142002,0.199735858,0.649296348,0.958259505
ENSG00000205250,0.199628522,0.65957392,0.968112442
ENSG00000104872,0.19958108,0.67278067,0.981187144
ENSG00000219642,0.199498449,0.798704126,1
ENSG00000258806,0.199415022,0.866235358,1
ENSG00000174521,0.199358609,0.822419897,1
ENSG00000240929,0.199050549,0.846685283,1
ENSG00000079435,0.198957561,0.742683118,1
ENSG00000106012,0.198893159,0.68706145,0.994968241
ENSG00000182791,0.198645117,0.770579386,1
ENSG00000076770,0.198457717,0.602374215,0.913621537
ENSG00000252469,0.198376238,0.871013692,1
ENSG00000170515,0.198307437,0.644249764,0.953498078
ENSG00000011260,0.198300555,0.621374287,0.93266282
ENSG00000085872,0.198148115,0.695679893,1
ENSG00000254294,0.197999146,0.87894253,1
ENSG00000225422,0.197925818,0.80549307,1
ENSG00000264736,0.19792525,0.848365567,1
ENSG00000154723,0.197915241,0.702746511,1
ENSG00000115539,0.197815254,0.681983134,0.99007215
ENSG00000124789,0.197667301,0.609041,0.920225501
ENSG00000118363,0.197603137,0.630678954,0.940920148
ENSG00000228067,0.197560806,0.875089569,1
ENSG00000120820,0.197464442,0.737912465,1
ENSG00000013375,0.197418603,0.500390068,0.809075641
ENSG00000184792,0.197216653,0.689194568,0.996856588
ENSG00000198805,0.197185784,0.744873205,1
ENSG00000108671,0.197157002,0.621164968,0.932487485
ENSG00000274713,0.197101822,0.880423143,1
ENSG00000118903,0.196950666,0.906544904,1
ENSG00000235316,0.196920075,0.755248936,1
ENSG00000155959,0.196867093,0.658605421,0.967136829
ENSG00000146005,0.19679042,0.803396186,1
ENSG00000135341,0.196756528,0.543018207,0.853318357
ENSG00000234993,0.196732117,0.858334304,1
ENSG00000118961,0.1965086,0.540847942,0.850769989
ENSG00000162576,0.196476573,0.740425809,1
ENSG00000163867,0.1964126,0.592186611,0.903266406
ENSG00000132823,0.196374864,0.67501083,0.983290845
ENSG00000115761,0.196362407,0.593144836,0.904180737
ENSG00000186409,0.196121261,0.78519719,1
ENSG00000057935,0.196101939,0.51237795,0.821932834
ENSG00000180329,0.196058719,0.57769543,0.88876107
ENSG00000158164,0.196031914,0.83876649,1
ENSG00000138764,0.196002802,0.591036466,0.902012529
ENSG00000104936,0.19597484,0.734314121,1
ENSG00000115459,0.195883618,0.585526693,0.896499279
ENSG00000085224,0.195549182,0.642550123,0.951950008
ENSG00000025156,0.19550376,0.620192602,0.931478657
ENSG00000220785,0.195503544,0.72566638,1
ENSG00000118412,0.195410984,0.646554146,0.95572829
ENSG00000168301,0.195367255,0.637304531,0.947520709
ENSG00000059122,0.195317564,0.67516135,0.983402382
ENSG00000070756,0.195283535,0.607909392,0.919296523
ENSG00000066926,0.195241284,0.614509706,0.925782513
ENSG00000071626,0.195234075,0.579135067,0.889912
ENSG00000146416,0.194880075,0.713689057,1
ENSG00000054116,0.19463955,0.711571036,1
ENSG00000222808,0.194577802,0.840948603,1
ENSG00000167842,0.194395704,0.558705578,0.869118322
ENSG00000143570,0.194363122,0.717310616,1
ENSG00000157884,0.194281533,0.866219335,1
ENSG00000169519,0.194124216,0.570215099,0.881137794
ENSG00000256091,0.194082037,0.886077382,1
ENSG00000130338,0.19406442,0.670638021,0.979416017
ENSG00000224660,0.194037085,0.708849985,1
ENSG00000105355,0.194018821,0.710815334,1
ENSG00000197128,0.193943837,0.607944832,0.919327132
ENSG00000057608,0.193925316,0.658540409,0.967111801
ENSG00000197006,0.193889067,0.588569234,0.899518205
ENSG00000158156,0.19385645,0.724161778,1
ENSG00000089091,0.19379641,0.767354914,1
ENSG00000095585,0.193693301,0.624146196,0.935290889
ENSG00000129518,0.193678725,0.700868069,1
ENSG00000205571,0.193512611,0.68746954,0.995385061
ENSG00000184154,0.193494161,0.787850211,1
ENSG00000072501,0.193395772,0.667087821,0.975713981
ENSG00000169760,0.193392142,0.808255553,1
ENSG00000101751,0.193384477,0.617411745,0.928778038
ENSG00000134802,0.193297867,0.731460899,1
ENSG00000197530,0.19318096,0.692072352,0.999369991
ENSG00000220157,0.193057095,0.845912271,1
ENSG00000186001,0.193033287,0.595329058,0.906436598
ENSG00000227477,0.192852682,0.819663899,1
ENSG00000068781,0.192845598,0.836654899,1
ENSG00000143486,0.19278147,0.636699737,0.946900839
ENSG00000204130,0.192676414,0.583876107,0.894900882
ENSG00000123154,0.192517875,0.698320797,1
ENSG00000146555,0.192388232,0.767563735,1
ENSG00000225831,0.192307938,0.868722853,1
ENSG00000198522,0.192305692,0.641651716,0.951078627
ENSG00000225492,0.192290981,0.729917233,1
ENSG00000103512,0.192237893,0.631224383,0.941443157
ENSG00000007080,0.192131995,0.750116685,1
ENSG00000228594,0.191874909,0.75862064,1
ENSG00000244107,0.19176356,0.871271005,1
ENSG00000101935,0.191737874,0.573113176,0.884223305
ENSG00000134697,0.191708037,0.611462758,0.922570958
ENSG00000203865,0.191402348,0.775151665,1
ENSG00000120533,0.191255975,0.645125267,0.95438586
ENSG00000103168,0.19098229,0.651356534,0.960198816
ENSG00000132581,0.190711798,0.690173052,0.997627721
ENSG00000084092,0.190063612,0.59627946,0.907528124
ENSG00000225415,0.190040087,0.875776384,1
ENSG00000106128,0.189947118,0.860502422,1
ENSG00000130758,0.189882588,0.720249887,1
ENSG00000256053,0.189790646,0.713158494,1
ENSG00000164002,0.189785169,0.691322884,0.998740792
ENSG00000197430,0.189775786,0.836663897,1
ENSG00000104412,0.189768158,0.609875172,0.921048716
ENSG00000162139,0.189758155,0.60978396,0.920986204
ENSG00000196504,0.189621199,0.522152125,0.832357993
ENSG00000141219,0.189616465,0.589764084,0.900798028
ENSG00000224439,0.189436967,0.88176173,1
ENSG00000086200,0.189155789,0.536566052,0.846831525
ENSG00000115486,0.189154953,0.609095431,0.920273368
ENSG00000177600,0.189143819,0.753891865,1
ENSG00000143153,0.1891045,0.749122346,1
ENSG00000227339,0.189036874,0.874885457,1
ENSG00000186298,0.189006991,0.576467735,0.887728414
ENSG00000089022,0.189002131,0.523032356,0.833313918
ENSG00000211771,0.188877199,0.836095675,1
ENSG00000171155,0.188876581,0.651626108,0.960479161
ENSG00000117625,0.188713208,0.624628319,0.93569217
ENSG00000113734,0.188674663,0.687229713,0.995133107
ENSG00000213860,0.18866089,0.796944609,1
ENSG00000231861,0.188604588,0.850879695,1
ENSG00000211787,0.188533325,0.814517673,1
ENSG00000130300,0.188531148,0.773460008,1
ENSG00000260492,0.18848085,0.894845886,1
ENSG00000100628,0.188394138,0.70995144,1
ENSG00000166337,0.188370388,0.609751111,0.920976338
ENSG00000170615,0.18812738,0.83209957,1
ENSG00000180929,0.188081372,0.846355539,1
ENSG00000129559,0.188060275,0.705598977,1
ENSG00000077235,0.187920047,0.640779415,0.950246836
ENSG00000186312,0.187452116,0.654966591,0.963876112
ENSG00000162604,0.187408833,0.552464221,0.863562658
ENSG00000077463,0.187397813,0.739020614,1
ENSG00000264056,0.187367074,0.847504889,1
ENSG00000167797,0.187186103,0.747539737,1
ENSG00000129680,0.187127712,0.719778663,1
ENSG00000109689,0.186927074,0.547902497,0.85871801
ENSG00000034713,0.18682797,0.735768723,1
ENSG00000110344,0.186786472,0.606229869,0.917835269
ENSG00000155111,0.186782506,0.626822403,0.937402126
ENSG00000116698,0.186772289,0.5781028,0.889206848
ENSG00000272150,0.186671136,0.735165378,1
ENSG00000185085,0.18654696,0.672056783,0.980580667
ENSG00000271383,0.186472392,0.708352494,1
ENSG00000198793,0.18646188,0.633122284,0.943436279
ENSG00000100528,0.186308366,0.67021112,0.97899771
ENSG00000197183,0.185958663,0.634963171,0.945317715
ENSG00000211451,0.185939793,0.741301669,1
ENSG00000068654,0.18585009,0.702058409,1
ENSG00000165338,0.18569928,0.631521998,0.941817364
ENSG00000269713,0.185647387,0.675036001,0.983290845
ENSG00000141258,0.185611559,0.661634023,0.970471125
ENSG00000158882,0.185230891,0.700559633,1
ENSG00000094914,0.185225314,0.656406303,0.964938324
ENSG00000139182,0.185113063,0.663633323,0.972418884
ENSG00000225921,0.185050334,0.639041577,0.948238554
ENSG00000139636,0.184633964,0.574706799,0.886006796
ENSG00000143257,0.184437445,0.780822139,1
ENSG00000259612,0.184426013,0.803631205,1
ENSG00000270604,0.18438461,0.81449973,1
ENSG00000176055,0.184296694,0.648541468,0.957332299
ENSG00000123179,0.184191355,0.682611714,0.990739914
ENSG00000144021,0.184120218,0.586682578,0.897610097
ENSG00000010626,0.184040765,0.838459233,1
ENSG00000109854,0.183883483,0.654744543,0.963596228
ENSG00000207631,0.183805747,0.87941861,1
ENSG00000135473,0.183768852,0.650204632,0.959155307
ENSG00000134986,0.183681453,0.642707968,0.952113893
ENSG00000177721,0.183643111,0.709814325,1
ENSG00000216490,0.183515631,0.720659966,1
ENSG00000175931,0.183438983,0.623712707,0.934919842
ENSG00000232388,0.183406259,0.733506524,1
ENSG00000272602,0.183399298,0.676733734,0.98488622
ENSG00000156110,0.183366542,0.724821813,1
ENSG00000130559,0.183318397,0.661057207,0.969907583
ENSG00000170270,0.183277517,0.681593499,0.989726729
ENSG00000270231,0.183267448,0.702568863,1
ENSG00000085274,0.183097687,0.638449403,0.948008985
ENSG00000227262,0.182873968,0.779313725,1
ENSG00000007341,0.182794067,0.627695134,0.938316955
ENSG00000200095,0.182699778,0.863191699,1
ENSG00000129566,0.182620437,0.581501831,0.892392551
ENSG00000222952,0.182427089,0.909908503,1
ENSG00000173786,0.182414523,0.666041142,0.974789875
ENSG00000111361,0.18232414,0.599999764,0.911414364
ENSG00000196998,0.182318212,0.608990724,0.920172524
ENSG00000150627,0.182312578,0.758882052,1
ENSG00000211957,0.182311513,0.823733351,1
ENSG00000108256,0.182302232,0.593819834,0.904822013
ENSG00000185664,0.182195166,0.728766189,1
ENSG00000172534,0.1821728,0.723356827,1
ENSG00000181404,0.181968916,0.752355163,1
ENSG00000120889,0.18188824,0.745118971,1
ENSG00000090266,0.181738551,0.741510721,1
ENSG00000167772,0.181707906,0.869921389,1
ENSG00000168137,0.181556948,0.618526862,0.929704024
ENSG00000184979,0.181462914,0.725338062,1
ENSG00000162402,0.181389474,0.579206311,0.889998864
ENSG00000144118,0.181290631,0.721963268,1
ENSG00000152904,0.181165596,0.618235412,0.929473837
ENSG00000164144,0.180972885,0.596264324,0.907528124
ENSG00000214199,0.180786038,0.759481773,1
ENSG00000218739,0.180749493,0.577913213,0.889005668
ENSG00000129028,0.18072018,0.718636021,1
ENSG00000058262,0.180467622,0.663246982,0.971946968
ENSG00000167286,0.180409592,0.742402069,1
ENSG00000169609,0.180253374,0.604576343,0.915994223
ENSG00000187792,0.180233977,0.672912383,0.981308249
ENSG00000105254,0.180023326,0.74644048,1
ENSG00000102100,0.180021001,0.65169013,0.960550119
ENSG00000163297,0.17996823,0.7678256,1
ENSG00000117748,0.17973375,0.684629804,0.992794467
ENSG00000028310,0.179711426,0.564000976,0.874659216
ENSG00000128581,0.179695263,0.705639591,1
ENSG00000233338,0.179600011,0.891795151,1
ENSG00000100241,0.179529103,0.740933425,1
ENSG00000136059,0.179403563,0.820190871,1
ENSG00000161970,0.179182979,0.731363427,1
ENSG00000127774,0.179100535,0.775647147,1
ENSG00000241015,0.179017484,0.716196684,1
ENSG00000213988,0.1788869,0.740365491,1
ENSG00000233764,0.178875839,0.914501895,1
ENSG00000238189,0.178875839,0.914501895,1
ENSG00000140688,0.178720452,0.675362866,0.983601152
ENSG00000184939,0.178622328,0.57364709,0.884851112
